Investment_ID,Investor_Name,Investment_Type,Investment_Amount,Investment_Date,Maturity_Date,Risk_Category,Return_Rate,Broker,Status
101151,David,Stocks,67645.18,2020-09-15,2029-11-12,Medium,6.77,BrokerC,Active
101152,Fay,Crypto,59891.67,2023-07-30,2029-01-16,Medium,4.13,BrokerC,Closed
101153,Bob,Stocks,87279.65,2024-11-13,2028-10-26,Low,11.38,BrokerA,Active
101154,Bob,Real Estate,32496.75,2024-03-21,2028-08-10,Low,3.58,BrokerC,Closed
101155,Eve,Mutual Funds,49429.72,2022-10-02,2029-07-04,Low,13.05,BrokerD,Active
101156,Charlie,Mutual Funds,63842.05,2020-07-29,2028-11-20,High,8.45,BrokerB,Active
101157,Bob,Bonds,44063.1,2024-11-22,2026-06-26,Low,2.93,BrokerA,Active
101158,Alice,Crypto,45611.21,2020-01-26,2028-06-03,High,10.87,BrokerD,Pending
101159,Fay,Crypto,36377.04,2023-03-21,2027-09-19,Medium,8.51,BrokerA,Pending
101160,Fay,Crypto,58602.02,2021-08-05,2026-01-29,Medium,5.52,BrokerD,Closed
101161,Eve,Real Estate,85804.58,2022-08-19,2026-05-20,Low,7.2,BrokerB,Active
101162,David,Crypto,24145.2,2022-09-07,2026-07-26,Medium,5.53,BrokerB,Closed
101163,Eve,Mutual Funds,93771.14,2022-06-21,2028-02-17,Low,5.05,BrokerD,Pending
101164,David,Real Estate,70463.33,2021-11-28,2026-09-04,High,3.71,BrokerD,Pending
101165,Eve,Stocks,83210.96,2021-01-12,2026-04-06,Medium,6.4,BrokerD,Pending
101166,Eve,Crypto,57838.12,2020-04-15,2026-09-02,Low,4.89,BrokerD,Pending
101167,Eve,Crypto,79054.09,2021-06-01,2029-04-29,Medium,10.73,BrokerD,Closed
101168,David,Stocks,6539.04,2024-10-30,2026-08-15,Medium,10.73,BrokerD,Active
101169,David,Crypto,82746.14,2022-09-05,2028-12-14,Low,8.27,BrokerB,Closed
101170,Eve,Stocks,8813.19,2020-08-21,2026-03-01,Medium,12.0,BrokerD,Active
101171,Bob,Real Estate,89541.77,2024-08-10,2028-11-14,Medium,12.86,BrokerC,Pending
101172,Charlie,Mutual Funds,99236.46,2020-05-13,2028-12-14,Medium,9.33,BrokerB,Active
101173,Charlie,Stocks,32936.41,2022-03-31,2027-09-29,Medium,9.86,BrokerA,Pending
101174,Charlie,Bonds,24980.26,2022-10-04,2026-10-12,High,5.32,BrokerB,Closed
101175,David,Stocks,77709.52,2020-05-31,2027-09-10,Medium,13.58,BrokerA,Active
101176,David,Crypto,29037.5,2023-03-27,2026-12-16,Medium,1.83,BrokerA,Closed
101177,Bob,Real Estate,87228.43,2023-07-13,2028-02-22,Low,6.21,BrokerC,Pending
101178,Charlie,Real Estate,14770.05,2023-11-06,2029-06-17,High,11.24,BrokerD,Closed
101179,Charlie,Stocks,16965.74,2020-04-19,2029-01-17,Low,2.58,BrokerD,Pending
101180,Eve,Mutual Funds,98019.4,2020-11-06,2026-07-15,Low,3.97,BrokerB,Pending
101181,David,Bonds,69014.7,2020-11-01,2026-08-13,Low,9.46,BrokerD,Pending
101182,Charlie,Real Estate,85454.29,2024-07-19,2025-09-07,High,9.06,BrokerC,Closed
101183,Fay,Crypto,35811.29,2023-02-26,2028-03-20,Low,11.48,BrokerB,Closed
101184,Bob,Crypto,69265.96,2021-09-14,2028-10-17,Low,12.47,BrokerB,Active
101185,Fay,Mutual Funds,61452.97,2020-06-23,2028-01-18,Low,3.24,BrokerB,Active
101186,Fay,Real Estate,62299.26,2021-05-23,2027-02-17,Medium,1.75,BrokerD,Closed
101187,Bob,Stocks,69840.58,2020-08-30,2027-03-20,Low,10.81,BrokerD,Closed
101188,Fay,Crypto,59659.12,2023-02-16,2029-08-04,High,5.57,BrokerD,Closed
101189,Charlie,Mutual Funds,45760.93,2024-04-14,2026-12-08,High,9.95,BrokerB,Closed
101190,David,Real Estate,31212.66,2022-05-02,2029-05-03,Medium,3.53,BrokerB,Pending
101191,Bob,Real Estate,78015.23,2023-05-26,2029-07-06,High,7.83,BrokerA,Pending
101192,Eve,Real Estate,26495.88,2023-05-05,2025-10-27,High,8.31,BrokerA,Pending
101193,Fay,Real Estate,70773.66,2024-06-07,2026-08-18,Medium,9.4,BrokerD,Closed
101194,Bob,Real Estate,27166.62,2023-06-20,2025-03-28,Low,8.43,BrokerB,Pending
101195,Alice,Crypto,64406.37,2021-04-07,2026-08-13,Medium,8.19,BrokerD,Pending
101196,Alice,Mutual Funds,75972.44,2024-05-07,2029-01-02,Low,5.99,BrokerD,Active
101197,David,Real Estate,25777.82,2022-12-06,2025-06-11,Low,2.46,BrokerA,Active
101198,Charlie,Bonds,10694.61,2022-02-18,2026-12-11,High,2.71,BrokerC,Pending
101199,David,Bonds,17442.51,2022-07-11,2027-06-25,Medium,7.36,BrokerD,Pending
101200,David,Mutual Funds,62569.71,2022-06-25,2028-09-05,High,6.3,BrokerC,Pending
101201,David,Stocks,85697.41,2021-08-31,2026-06-10,High,8.47,BrokerC,Closed
101202,David,Stocks,9274.7,2024-10-27,2029-03-11,Low,5.62,BrokerB,Active
101203,Eve,Stocks,74744.37,2023-04-20,2027-09-09,High,10.79,BrokerB,Active
101204,Eve,Bonds,37425.27,2022-05-28,2026-03-15,Medium,13.16,BrokerD,Active
101205,Bob,Stocks,50460.2,2021-09-17,2026-02-18,High,5.53,BrokerA,Pending
101206,Alice,Crypto,93241.66,2023-03-10,2029-08-23,High,4.11,BrokerA,Closed
101207,David,Real Estate,36537.29,2023-06-25,2028-01-09,Low,3.07,BrokerD,Active
101208,Bob,Bonds,49207.01,2020-05-03,2026-07-10,Medium,9.82,BrokerD,Active
101209,Alice,Mutual Funds,6299.83,2023-06-02,2028-02-26,High,7.49,BrokerA,Closed
101210,Fay,Mutual Funds,12751.88,2024-02-24,2028-11-26,Low,4.04,BrokerC,Pending
101211,Charlie,Real Estate,29566.2,2020-07-22,2026-07-11,High,10.32,BrokerD,Pending
101212,Eve,Bonds,7645.96,2024-04-11,2025-10-09,Medium,3.5,BrokerC,Active
101213,Fay,Stocks,64980.66,2021-03-01,2025-08-12,High,8.98,BrokerD,Active
101214,Alice,Stocks,45507.84,2023-07-05,2028-06-14,High,8.62,BrokerD,Closed
101215,Fay,Crypto,57073.79,2021-03-08,2029-02-26,Low,11.41,BrokerC,Active
101216,Charlie,Crypto,21591.48,2021-06-25,2028-04-16,High,2.24,BrokerC,Closed
101217,Alice,Stocks,33113.54,2023-09-14,2026-05-06,Low,13.49,BrokerA,Active
101218,Fay,Mutual Funds,68063.33,2020-06-15,2026-05-12,Medium,10.99,BrokerD,Active
101219,Eve,Mutual Funds,96703.76,2020-11-17,2025-04-14,High,4.42,BrokerB,Active
101220,Eve,Crypto,9789.59,2021-05-06,2028-10-03,Medium,3.98,BrokerB,Pending
101221,Bob,Real Estate,89586.51,2020-12-21,2027-12-24,Medium,7.33,BrokerD,Closed
101222,Fay,Stocks,59803.71,2023-02-04,2026-04-08,High,12.54,BrokerD,Closed
101223,David,Crypto,58572.36,2020-06-02,2028-07-30,Low,12.88,BrokerD,Pending
101224,Fay,Crypto,52526.46,2020-11-16,2026-04-22,Medium,8.53,BrokerC,Pending
101225,Alice,Stocks,11592.44,2020-01-06,2025-04-18,Medium,13.12,BrokerB,Pending
101226,Alice,Stocks,13538.3,2022-04-16,2025-07-25,High,1.57,BrokerB,Closed
101227,Fay,Mutual Funds,62086.64,2022-07-11,2027-04-27,High,1.97,BrokerB,Active
101228,Charlie,Real Estate,37391.06,2023-11-12,2026-11-08,High,13.81,BrokerD,Pending
101229,Eve,Real Estate,92140.47,2023-05-01,2029-01-09,High,11.97,BrokerC,Pending
101230,Alice,Stocks,43626.1,2022-08-20,2027-08-26,High,7.58,BrokerD,Pending
101231,Eve,Bonds,18611.74,2021-08-19,2025-07-25,High,11.67,BrokerA,Active
101232,Alice,Crypto,72898.29,2020-03-07,2028-10-27,Low,14.4,BrokerA,Active
101233,Bob,Crypto,32868.58,2021-04-19,2029-04-28,Medium,11.92,BrokerB,Pending
101234,David,Stocks,54919.68,2021-08-13,2025-10-09,Low,12.87,BrokerD,Active
101235,Alice,Bonds,71294.11,2023-12-18,2025-01-11,Low,11.77,BrokerA,Pending
101236,Eve,Mutual Funds,90525.09,2021-08-02,2028-02-02,High,3.77,BrokerA,Active
101237,Bob,Stocks,80258.16,2023-12-10,2025-11-20,Medium,12.75,BrokerD,Closed
101238,Alice,Stocks,69254.3,2024-10-26,2027-04-14,Low,4.13,BrokerC,Closed
101239,Charlie,Crypto,69565.15,2022-07-18,2028-08-30,High,13.55,BrokerD,Active
101240,David,Stocks,94862.84,2020-05-25,2029-12-09,High,7.69,BrokerD,Closed
101241,Alice,Stocks,33103.29,2023-11-08,2029-12-04,Medium,10.64,BrokerC,Closed
101242,Bob,Stocks,5105.65,2021-04-23,2027-09-02,Low,8.21,BrokerB,Closed
101243,Charlie,Crypto,30835.68,2021-06-25,2027-09-05,Low,2.77,BrokerB,Pending
101244,Fay,Mutual Funds,25699.68,2024-06-01,2028-08-25,Low,5.42,BrokerB,Active
101245,Bob,Mutual Funds,67874.29,2024-06-08,2026-02-13,High,14.78,BrokerC,Active
101246,Bob,Stocks,65202.6,2023-07-04,2029-03-29,Medium,14.47,BrokerA,Active
101247,Charlie,Crypto,61378.83,2023-04-22,2026-08-12,Medium,5.83,BrokerC,Closed
101248,Bob,Mutual Funds,6543.13,2023-09-16,2026-10-20,Low,14.95,BrokerD,Pending
101249,Charlie,Mutual Funds,74233.92,2024-07-04,2026-08-08,High,12.91,BrokerC,Active
101250,Alice,Mutual Funds,35735.39,2021-02-09,2028-08-15,Low,9.75,BrokerA,Closed
101251,Charlie,Crypto,68180.32,2022-05-20,2025-05-02,Medium,2.04,BrokerA,Pending
101252,Charlie,Crypto,57874.95,2020-08-23,2029-04-24,High,13.67,BrokerD,Pending
101253,David,Stocks,37559.44,2023-01-20,2025-07-03,Low,9.03,BrokerB,Active
101254,Charlie,Real Estate,17784.75,2021-04-05,2028-08-28,Low,13.22,BrokerA,Active
101255,Charlie,Mutual Funds,13969.8,2023-08-19,2028-03-21,High,12.76,BrokerA,Closed
101256,Fay,Real Estate,83994.24,2020-11-01,2026-04-21,Medium,12.75,BrokerA,Active
101257,Alice,Crypto,92247.77,2021-06-28,2028-01-01,High,10.93,BrokerD,Closed
101258,David,Crypto,66729.86,2024-08-19,2029-02-21,Low,5.43,BrokerA,Pending
101259,Fay,Crypto,14826.24,2020-10-18,2029-01-20,Low,6.04,BrokerB,Pending
101260,Eve,Real Estate,43192.59,2020-05-26,2029-10-08,Low,5.66,BrokerD,Pending
101261,Alice,Crypto,74249.22,2020-05-02,2025-03-18,Low,1.77,BrokerB,Pending
101262,Alice,Stocks,79082.98,2020-12-05,2025-12-25,Medium,9.36,BrokerA,Active
101263,Eve,Crypto,16230.77,2024-06-11,2027-05-06,Medium,10.93,BrokerA,Active
101264,Charlie,Bonds,5002.92,2021-09-21,2029-12-12,Low,13.03,BrokerB,Closed
101265,Fay,Real Estate,72653.02,2023-05-03,2029-09-12,Medium,3.39,BrokerD,Closed
101266,Bob,Bonds,38876.64,2024-03-13,2025-12-27,Medium,8.85,BrokerD,Closed
101267,David,Crypto,29175.73,2024-08-15,2025-03-16,Medium,1.61,BrokerB,Closed
101268,Bob,Stocks,6225.26,2023-03-11,2029-09-09,Low,2.78,BrokerA,Closed
101269,Eve,Mutual Funds,56328.44,2021-08-14,2027-03-25,High,2.23,BrokerC,Pending
101270,Alice,Crypto,85859.32,2022-06-18,2029-06-02,High,11.29,BrokerB,Pending
101271,Alice,Stocks,95975.01,2020-09-11,2027-10-12,High,2.59,BrokerB,Pending
101272,David,Real Estate,58745.77,2022-08-17,2026-01-17,Low,11.17,BrokerB,Closed
101273,Alice,Bonds,53873.83,2023-11-11,2029-03-14,Medium,4.87,BrokerA,Pending
101274,Alice,Bonds,13080.36,2021-09-14,2029-11-22,Medium,13.35,BrokerD,Pending
101275,David,Bonds,57142.92,2023-12-04,2026-08-16,Low,12.48,BrokerA,Pending
101276,Fay,Real Estate,41098.01,2022-04-04,2029-12-01,Low,14.43,BrokerB,Pending
101277,Fay,Stocks,62677.85,2021-07-11,2025-03-18,High,13.43,BrokerA,Active
101278,David,Real Estate,41929.0,2022-10-21,2025-01-19,High,14.1,BrokerA,Closed
101279,Eve,Bonds,27828.42,2023-01-10,2026-09-04,Low,13.09,BrokerB,Closed
101280,Alice,Crypto,14021.7,2022-10-08,2028-03-09,High,10.86,BrokerA,Active
101281,Alice,Mutual Funds,34917.25,2022-06-15,2028-05-19,Medium,3.8,BrokerC,Pending
101282,Eve,Real Estate,14181.26,2020-06-13,2025-08-08,Low,5.17,BrokerA,Pending
101283,Fay,Real Estate,21805.21,2023-05-09,2026-11-18,Low,4.37,BrokerA,Pending
101284,Charlie,Stocks,98796.94,2020-03-22,2026-08-06,Medium,9.65,BrokerD,Closed
101285,Charlie,Stocks,47189.84,2024-12-26,2027-07-20,Medium,8.3,BrokerD,Closed
101286,Charlie,Real Estate,55527.82,2022-06-03,2028-08-06,Medium,13.21,BrokerB,Closed
101287,Fay,Bonds,87993.76,2024-02-13,2028-01-18,High,14.36,BrokerB,Closed
101288,Fay,Mutual Funds,99579.05,2021-10-22,2027-12-10,Low,6.97,BrokerD,Closed
101289,Eve,Stocks,60357.87,2023-05-21,2027-10-09,High,8.34,BrokerC,Active
101290,Alice,Bonds,82185.01,2021-05-27,2029-12-27,Medium,14.62,BrokerA,Closed
101291,Eve,Crypto,36059.4,2020-02-22,2025-10-02,High,5.23,BrokerC,Pending
101292,Eve,Stocks,34045.68,2020-07-06,2029-10-09,Medium,12.2,BrokerC,Closed
101293,Fay,Bonds,43256.85,2021-04-13,2027-10-30,High,4.54,BrokerD,Active
101294,Charlie,Bonds,68888.19,2023-10-12,2027-08-17,High,10.7,BrokerB,Pending
101295,Bob,Mutual Funds,69808.21,2024-09-08,2026-07-13,Medium,4.92,BrokerA,Active
101296,Alice,Mutual Funds,34947.75,2024-10-28,2026-01-30,High,13.43,BrokerB,Pending
101297,Fay,Crypto,17654.94,2023-03-24,2029-07-15,Low,9.08,BrokerC,Closed
101298,Charlie,Bonds,65077.64,2023-04-17,2025-08-19,High,4.01,BrokerC,Active
101299,Bob,Bonds,17190.96,2020-02-12,2026-11-09,High,4.53,BrokerB,Pending
101300,Bob,Mutual Funds,59956.79,2024-04-15,2025-11-29,Low,8.17,BrokerB,Closed
101301,Fay,Stocks,70875.1,2023-10-08,2029-02-06,Medium,14.48,BrokerD,Pending
101302,David,Stocks,71558.09,2024-08-09,2027-07-29,Low,11.89,BrokerB,Active
101303,Alice,Real Estate,76579.85,2021-07-05,2028-08-20,High,8.09,BrokerB,Active
101304,Bob,Mutual Funds,87921.65,2023-03-26,2026-06-11,Medium,6.06,BrokerD,Active
101305,Fay,Real Estate,52496.1,2020-03-23,2029-01-11,High,8.92,BrokerB,Active
101306,Fay,Mutual Funds,74373.67,2024-04-11,2026-01-17,High,11.6,BrokerC,Closed
101307,Charlie,Crypto,63821.41,2024-03-28,2025-01-29,Low,12.08,BrokerB,Pending
101308,David,Bonds,22730.79,2020-12-24,2029-02-17,Low,5.88,BrokerA,Closed
101309,Alice,Crypto,7440.52,2022-08-21,2026-11-22,Medium,11.24,BrokerC,Active
101310,Eve,Mutual Funds,32031.43,2022-11-28,2029-06-08,Medium,10.38,BrokerD,Pending
101311,Charlie,Bonds,47088.2,2023-08-27,2026-08-28,Medium,14.45,BrokerC,Active
101312,Bob,Stocks,63625.06,2022-06-24,2028-03-08,High,14.07,BrokerD,Closed
101313,Bob,Stocks,85746.14,2021-07-23,2028-10-13,Low,12.16,BrokerA,Closed
101314,Charlie,Real Estate,23643.34,2021-01-06,2029-03-31,Low,11.27,BrokerA,Closed
101315,Fay,Mutual Funds,16927.23,2023-04-13,2026-01-31,Low,5.2,BrokerC,Pending
101316,Bob,Mutual Funds,96530.6,2022-06-11,2025-12-26,Medium,12.92,BrokerB,Pending
101317,David,Stocks,15264.23,2023-07-24,2028-06-05,Low,7.27,BrokerC,Active
101318,Alice,Crypto,50456.65,2024-07-25,2029-10-20,Low,5.18,BrokerC,Pending
101319,David,Bonds,60628.55,2022-10-04,2028-08-01,Low,6.69,BrokerA,Pending
101320,Bob,Crypto,56430.57,2020-07-05,2027-04-11,Medium,12.79,BrokerD,Closed
101321,Eve,Crypto,13173.05,2022-08-20,2029-08-21,Low,3.51,BrokerC,Active
101322,Alice,Stocks,10417.56,2021-12-13,2027-05-26,Medium,7.66,BrokerB,Closed
101323,Alice,Stocks,15020.93,2022-04-16,2027-11-22,Low,8.15,BrokerA,Active
101324,Charlie,Stocks,60630.83,2021-11-13,2026-11-03,Low,1.99,BrokerC,Active
101325,Charlie,Real Estate,56712.76,2021-10-19,2025-06-27,Low,4.14,BrokerC,Pending
101326,Eve,Crypto,27205.38,2023-10-04,2027-04-01,Medium,12.66,BrokerB,Closed
101327,Fay,Mutual Funds,65588.54,2020-08-02,2028-10-02,Medium,12.72,BrokerC,Pending
101328,Alice,Bonds,82906.41,2024-10-22,2025-07-15,Low,5.45,BrokerC,Pending
101329,Eve,Real Estate,8950.0,2020-11-25,2026-01-14,High,13.31,BrokerC,Pending
101330,Charlie,Mutual Funds,52322.34,2021-11-06,2025-10-15,Medium,11.92,BrokerC,Active
101331,Charlie,Crypto,70484.49,2022-04-23,2027-09-05,Medium,7.14,BrokerB,Closed
101332,Alice,Stocks,28969.63,2023-11-21,2026-10-25,Low,11.6,BrokerC,Closed
101333,David,Crypto,34238.24,2022-10-11,2026-05-24,High,14.48,BrokerC,Pending
101334,Bob,Bonds,63295.6,2021-08-13,2025-01-14,Low,7.7,BrokerC,Active
101335,Charlie,Real Estate,90303.85,2023-09-18,2026-06-19,Medium,4.72,BrokerA,Closed
101336,Fay,Real Estate,81942.82,2022-03-31,2027-02-25,Medium,14.21,BrokerB,Closed
101337,Fay,Bonds,60397.37,2024-07-24,2026-04-28,Low,9.65,BrokerA,Pending
101338,Charlie,Mutual Funds,74371.06,2024-04-06,2027-07-04,Low,2.92,BrokerA,Active
101339,David,Mutual Funds,39658.13,2023-01-31,2029-03-24,High,9.23,BrokerB,Pending
101340,David,Real Estate,65891.73,2020-03-16,2026-07-01,High,8.26,BrokerA,Closed
101341,Eve,Real Estate,49287.25,2022-07-20,2026-11-07,Medium,13.05,BrokerA,Active
101342,Fay,Stocks,23043.93,2020-06-29,2026-09-11,High,8.66,BrokerA,Pending
101343,Eve,Mutual Funds,71665.14,2021-10-06,2028-04-07,High,4.95,BrokerB,Closed
101344,Fay,Bonds,57864.14,2021-05-31,2029-01-20,Medium,10.62,BrokerC,Pending
101345,Bob,Mutual Funds,39069.05,2021-10-24,2028-03-19,Medium,8.82,BrokerD,Pending
101346,Bob,Stocks,91577.22,2020-08-25,2025-01-24,Medium,4.65,BrokerD,Pending
101347,Alice,Real Estate,6988.74,2024-05-01,2026-06-20,Medium,9.24,BrokerB,Active
101348,Eve,Real Estate,34998.45,2022-04-07,2028-08-31,Low,12.59,BrokerD,Closed
101349,Charlie,Stocks,10403.73,2024-11-06,2027-01-07,Medium,1.89,BrokerB,Closed
101350,Eve,Bonds,77820.1,2022-11-19,2028-11-19,Medium,10.02,BrokerB,Closed
101351,Charlie,Real Estate,71700.21,2024-08-16,2026-04-29,Medium,6.22,BrokerD,Closed
101352,David,Crypto,36478.46,2020-01-03,2025-05-08,High,5.45,BrokerA,Active
101353,Eve,Real Estate,69187.98,2023-09-08,2028-09-29,Medium,6.8,BrokerC,Pending
101354,David,Crypto,42614.04,2024-11-15,2025-08-31,Low,6.12,BrokerD,Closed
101355,Bob,Stocks,76844.11,2023-01-16,2027-08-12,Low,12.74,BrokerD,Active
101356,Bob,Stocks,48147.45,2022-08-04,2026-09-21,Medium,5.21,BrokerD,Pending
101357,Alice,Real Estate,44166.57,2022-04-26,2025-11-24,Low,11.4,BrokerD,Active
101358,Eve,Mutual Funds,93799.34,2020-04-21,2027-04-11,High,2.77,BrokerB,Active
101359,David,Crypto,28833.51,2021-01-19,2028-11-06,Medium,14.34,BrokerB,Closed
101360,Charlie,Bonds,16442.5,2022-11-27,2027-10-27,Low,9.9,BrokerC,Closed
101361,Bob,Real Estate,60531.6,2022-01-10,2029-12-24,Low,11.04,BrokerC,Pending
101362,Bob,Bonds,97085.57,2023-06-29,2028-12-11,Medium,5.52,BrokerD,Pending
101363,Charlie,Real Estate,40894.73,2024-03-29,2029-04-26,Low,7.06,BrokerD,Closed
101364,David,Mutual Funds,10893.49,2022-10-17,2026-09-29,Medium,4.52,BrokerD,Active
101365,David,Mutual Funds,37234.0,2023-07-04,2028-11-14,Low,14.09,BrokerC,Closed
101366,Eve,Mutual Funds,53063.51,2022-06-24,2025-08-29,High,8.09,BrokerD,Pending
101367,Eve,Mutual Funds,20382.69,2024-04-05,2028-08-01,Low,10.01,BrokerA,Active
101368,Fay,Stocks,67519.71,2020-04-15,2026-08-28,Low,11.41,BrokerC,Active
101369,Fay,Stocks,99786.19,2021-02-20,2027-01-23,Medium,6.51,BrokerA,Active
101370,Alice,Crypto,47915.25,2021-06-30,2028-06-12,Low,11.22,BrokerD,Closed
101371,Bob,Bonds,38699.21,2023-01-29,2026-03-29,Medium,10.63,BrokerB,Closed
101372,Eve,Real Estate,43066.9,2020-09-25,2026-03-25,High,11.03,BrokerA,Pending
101373,David,Real Estate,15938.89,2021-08-12,2025-10-01,Medium,8.1,BrokerC,Active
101374,Charlie,Stocks,88910.99,2022-06-16,2027-09-07,Medium,6.67,BrokerA,Active
101375,David,Real Estate,44408.44,2024-12-08,2025-11-10,Low,4.5,BrokerC,Closed
101376,Bob,Stocks,41791.07,2023-12-01,2027-07-21,High,12.63,BrokerD,Pending
101377,Fay,Crypto,67670.58,2022-09-19,2029-03-12,Medium,9.71,BrokerA,Pending
101378,David,Bonds,46993.17,2020-09-05,2028-05-25,Low,7.5,BrokerB,Active
101379,Alice,Crypto,66582.18,2020-02-29,2027-02-05,Low,14.24,BrokerA,Closed
101380,Bob,Mutual Funds,10837.4,2023-07-14,2027-05-02,Medium,2.15,BrokerB,Active
101381,Fay,Mutual Funds,82303.72,2023-05-31,2028-12-08,Low,12.98,BrokerC,Closed
101382,Charlie,Mutual Funds,94347.88,2024-06-24,2028-01-30,Medium,14.97,BrokerD,Pending
101383,Fay,Crypto,66632.71,2021-05-05,2027-08-23,Medium,13.47,BrokerD,Active
101384,Alice,Real Estate,95683.76,2023-12-24,2029-04-01,Medium,12.44,BrokerB,Active
101385,Bob,Bonds,19386.07,2020-11-20,2028-01-06,High,6.55,BrokerC,Active
101386,Charlie,Mutual Funds,50354.54,2021-09-28,2029-07-01,Medium,4.62,BrokerD,Pending
101387,Alice,Mutual Funds,62171.64,2023-02-02,2028-09-22,Low,11.42,BrokerC,Active
101388,Fay,Mutual Funds,60264.98,2020-01-29,2029-08-18,High,5.61,BrokerB,Pending
101389,Alice,Bonds,43138.87,2023-02-05,2026-03-24,Low,3.88,BrokerB,Closed
101390,Bob,Mutual Funds,37118.02,2022-04-15,2029-04-10,High,12.12,BrokerA,Pending
101391,Eve,Bonds,17048.28,2020-07-09,2026-05-22,High,5.72,BrokerD,Closed
101392,Alice,Mutual Funds,42215.53,2021-04-05,2028-10-25,High,13.84,BrokerD,Pending
101393,Alice,Crypto,20452.78,2024-09-19,2029-03-26,High,12.85,BrokerA,Pending
101394,Fay,Crypto,74764.74,2020-08-20,2028-05-05,Low,12.94,BrokerB,Active
101395,Fay,Bonds,24838.94,2022-08-03,2029-11-24,Medium,11.92,BrokerB,Pending
101396,Charlie,Crypto,10563.7,2020-08-28,2029-06-01,Low,13.39,BrokerB,Active
101397,Fay,Bonds,57474.78,2023-08-19,2025-06-17,Medium,12.38,BrokerB,Closed
101398,David,Crypto,61546.82,2024-08-31,2027-12-13,Low,9.63,BrokerC,Closed
101399,Bob,Crypto,87831.74,2020-11-11,2027-07-04,High,5.49,BrokerD,Active
101400,Bob,Bonds,59813.25,2022-10-17,2027-12-18,High,13.49,BrokerD,Closed
101401,Eve,Real Estate,37820.68,2024-01-07,2028-12-12,Medium,12.85,BrokerB,Pending
101402,Eve,Crypto,81286.13,2021-08-20,2027-01-11,Medium,7.88,BrokerB,Active
101403,Bob,Mutual Funds,56326.49,2022-11-08,2025-06-09,Low,2.03,BrokerB,Active
101404,Eve,Real Estate,12531.63,2023-12-15,2028-03-01,Medium,10.12,BrokerD,Active
101405,Charlie,Bonds,58755.8,2021-07-13,2025-08-18,Low,2.18,BrokerD,Closed
101406,Fay,Real Estate,91261.76,2022-04-30,2025-05-07,Medium,14.0,BrokerB,Closed
101407,Bob,Stocks,42649.7,2024-09-05,2029-08-25,Medium,14.48,BrokerC,Pending
101408,Eve,Stocks,33150.95,2022-09-15,2028-01-27,Medium,4.06,BrokerA,Pending
101409,Bob,Crypto,18629.6,2022-08-25,2027-11-02,High,10.63,BrokerA,Active
101410,David,Crypto,19387.32,2021-05-14,2026-02-19,High,2.75,BrokerA,Pending
101411,Alice,Mutual Funds,46113.29,2022-07-24,2028-03-18,Low,11.35,BrokerD,Closed
101412,Fay,Real Estate,61589.58,2023-02-02,2028-01-05,Medium,6.19,BrokerD,Pending
101413,Bob,Stocks,12658.46,2020-10-23,2025-11-03,Low,10.69,BrokerA,Closed
101414,Alice,Crypto,94259.02,2022-02-24,2025-12-03,Medium,6.53,BrokerA,Pending
101415,Eve,Real Estate,76737.69,2021-01-25,2026-11-03,High,3.47,BrokerC,Closed
101416,Alice,Crypto,60729.27,2023-05-12,2029-10-16,High,6.98,BrokerD,Closed
101417,Fay,Crypto,83701.67,2022-11-06,2027-12-02,Medium,3.02,BrokerD,Pending
101418,Bob,Stocks,12617.74,2024-03-08,2027-06-24,Medium,9.29,BrokerA,Pending
101419,David,Stocks,50299.69,2024-12-05,2025-08-27,High,2.05,BrokerC,Closed
101420,Eve,Crypto,64858.85,2020-10-06,2028-10-25,High,8.62,BrokerC,Active
101421,Bob,Bonds,83722.03,2024-11-04,2026-02-25,Low,13.47,BrokerA,Pending
101422,Fay,Crypto,79429.61,2020-05-22,2029-01-08,High,12.81,BrokerA,Closed
101423,Eve,Crypto,31321.58,2021-07-19,2028-04-09,Medium,13.42,BrokerD,Pending
101424,Charlie,Mutual Funds,94383.62,2024-05-01,2027-09-29,Low,13.95,BrokerA,Pending
101425,Alice,Mutual Funds,16812.85,2024-06-05,2025-07-06,Medium,2.91,BrokerB,Pending
101426,Fay,Mutual Funds,88137.69,2024-10-15,2027-11-12,Low,3.24,BrokerC,Pending
101427,Charlie,Bonds,97239.32,2022-04-29,2027-07-02,Medium,9.02,BrokerA,Pending
101428,Bob,Bonds,21829.58,2021-11-27,2029-07-15,High,13.57,BrokerB,Active
101429,David,Crypto,73596.28,2024-06-01,2025-04-24,Medium,14.65,BrokerC,Active
101430,Eve,Mutual Funds,8827.12,2022-11-05,2027-07-18,Low,2.12,BrokerB,Active
101431,Alice,Bonds,43515.17,2021-07-01,2025-09-28,Medium,6.3,BrokerB,Closed
101432,Eve,Stocks,54046.91,2024-08-07,2027-11-18,Low,4.37,BrokerA,Active
101433,Bob,Crypto,60161.3,2020-01-06,2027-05-01,Medium,11.71,BrokerC,Active
101434,Eve,Real Estate,93914.04,2021-08-02,2027-07-25,High,10.14,BrokerB,Closed
101435,Alice,Crypto,68863.82,2024-01-26,2028-02-29,High,3.12,BrokerD,Active
101436,Bob,Real Estate,50721.41,2021-09-03,2025-04-29,Medium,8.03,BrokerC,Pending
101437,Eve,Mutual Funds,81919.13,2024-09-11,2028-02-19,Medium,10.75,BrokerD,Active
